"Protein.name","Genes","UniProtKB.AC","Search","Path"
"Protocadherin alpha-4 (PCDH-alpha-4)","PCDHA4","Q9UN74","protocadherin alpha-4 (pcdh-alpha-4) pcdha4 q9un74","data/Array_objects_single_proteins/Array_object_Q9UN74.rds"
"Protocadherin alpha-12 (PCDH-alpha-12)","PCDHA12","Q9UN75","protocadherin alpha-12 (pcdh-alpha-12) pcdha12 q9un75","data/Array_objects_single_proteins/Array_object_Q9UN75.rds"
"Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) (Amino acid transporter ATB0+) (Solute carrier family 6 member 14)","SLC6A14","Q9UN76","sodium- and chloride-dependent neutral and basic amino acid transporter b(0+) (amino acid transporter atb0+) (solute carrier family 6 member 14) slc6a14 q9un76","data/Array_objects_single_proteins/Array_object_Q9UN76.rds"
"Tumor necrosis factor receptor superfamily member EDAR (Anhidrotic ectodysplasin receptor 1) (Downless homolog) (EDA-A1 receptor) (Ectodermal dysplasia receptor) (Ectodysplasin-A receptor)","EDAR DL","Q9UNE0","tumor necrosis factor receptor superfamily member edar (anhidrotic ectodysplasin receptor 1) (downless homolog) (eda-a1 receptor) (ectodermal dysplasia receptor) (ectodysplasin-a receptor) edar dl q9une0","data/Array_objects_single_proteins/Array_object_Q9UNE0.rds"
"Syntaxin-8","STX8","Q9UNK0","syntaxin-8 stx8 q9unk0","data/Array_objects_single_proteins/Array_object_Q9UNK0.rds"
"Lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.99.9) (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase) (GM3 synthase) (Ganglioside GM3 synthase) (ST3Gal V) (ST3GalV) (Sialyltransferase 9)","ST3GAL5 SIAT9 UNQ2510/PRO5998","Q9UNP4","lactosylceramide alpha-2,3-sialyltransferase (ec 2.4.99.9) (cmp-neuac:lactosylceramide alpha-2,3-sialyltransferase) (gm3 synthase) (ganglioside gm3 synthase) (st3gal v) (st3galv) (sialyltransferase 9) st3gal5 siat9 unq2510/pro5998 q9unp4","data/Array_objects_single_proteins/Array_object_Q9UNP4.rds"
"Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338)","ABCG2 ABCP BCRP BCRP1 MXR","Q9UNQ0","broad substrate specificity atp-binding cassette transporter abcg2 (ec 7.6.2.2) (atp-binding cassette sub-family g member 2) (breast cancer resistance protein) (cdw338) (mitoxantrone resistance-associated protein) (placenta-specific atp-binding cassette transporter) (urate exporter) (cd antigen cd338) abcg2 abcp bcrp bcrp1 mxr q9unq0","data/Array_objects_single_proteins/Array_object_Q9UNQ0.rds"
"Probable G-protein coupled receptor 132 (G2 accumulation protein)","GPR132 G2A","Q9UNW8","probable g-protein coupled receptor 132 (g2 accumulation protein) gpr132 g2a q9unw8","data/Array_objects_single_proteins/Array_object_Q9UNW8.rds"
"ATP-sensitive inward rectifier potassium channel 14 (Inward rectifier K(+) channel Kir2.4) (IRK-4) (Potassium channel, inwardly rectifying subfamily J member 14)","KCNJ14 IRK4","Q9UNX9","atp-sensitive inward rectifier potassium channel 14 (inward rectifier k(+) channel kir2.4) (irk-4) (potassium channel, inwardly rectifying subfamily j member 14) kcnj14 irk4 q9unx9","data/Array_objects_single_proteins/Array_object_Q9UNX9.rds"
"Frizzled-1 (Fz-1) (hFz1) (FzE1)","FZD1","Q9UP38","frizzled-1 (fz-1) (hfz1) (fze1) fzd1 q9up38","data/Array_objects_single_proteins/Array_object_Q9UP38.rds"
"Transferrin receptor protein 2 (TfR2)","TFR2","Q9UP52","transferrin receptor protein 2 (tfr2) tfr2 q9up52","data/Array_objects_single_proteins/Array_object_Q9UP52.rds"
"Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (hKCC1)","SLC12A4 KCC1","Q9UP95","solute carrier family 12 member 4 (electroneutral potassium-chloride cotransporter 1) (erythroid k-cl cotransporter 1) (hkcc1) slc12a4 kcc1 q9up95","data/Array_objects_single_proteins/Array_object_Q9UP95.rds"
"Probable G-protein coupled receptor 34","GPR34","Q9UPC5","probable g-protein coupled receptor 34 gpr34 q9upc5","data/Array_objects_single_proteins/Array_object_Q9UPC5.rds"
"Feline leukemia virus subgroup C receptor-related protein 2 (Calcium-chelate transporter) (CCT)","FLVCR2 C14orf58","Q9UPI3","feline leukemia virus subgroup c receptor-related protein 2 (calcium-chelate transporter) (cct) flvcr2 c14orf58 q9upi3","data/Array_objects_single_proteins/Array_object_Q9UPI3.rds"
"Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15)","DOLK KIAA1094 TMEM15 UNQ2422/PRO4980","Q9UPQ8","dolichol kinase (ec 2.7.1.108) (transmembrane protein 15) dolk kiaa1094 tmem15 unq2422/pro4980 q9upq8","data/Array_objects_single_proteins/Array_object_Q9UPQ8.rds"
"VPS10 domain-containing receptor SorCS3","SORCS3 KIAA1059","Q9UPU3","vps10 domain-containing receptor sorcs3 sorcs3 kiaa1059 q9upu3","data/Array_objects_single_proteins/Array_object_Q9UPU3.rds"
"Protein turtle homolog B (Immunoglobulin superfamily member 9B) (IgSF9B)","IGSF9B KIAA1030","Q9UPX0","protein turtle homolog b (immunoglobulin superfamily member 9b) (igsf9b) igsf9b kiaa1030 q9upx0","data/Array_objects_single_proteins/Array_object_Q9UPX0.rds"
"Major intrinsically disordered Notch2-binding receptor 1 (Membrane integral NOTCH2-associated receptor 1) (Ubiquitination and mTOR signaling protein)","MINAR1 KIAA1024 UBTOR","Q9UPX6","major intrinsically disordered notch2-binding receptor 1 (membrane integral notch2-associated receptor 1) (ubiquitination and mtor signaling protein) minar1 kiaa1024 ubtor q9upx6","data/Array_objects_single_proteins/Array_object_Q9UPX6.rds"
"Cystine/glutamate transporter (Amino acid transport system xc-) (Calcium channel blocker resistance protein CCBR1) (Solute carrier family 7 member 11) (xCT)","SLC7A11","Q9UPY5","cystine/glutamate transporter (amino acid transport system xc-) (calcium channel blocker resistance protein ccbr1) (solute carrier family 7 member 11) (xct) slc7a11 q9upy5","data/Array_objects_single_proteins/Array_object_Q9UPY5.rds"
"Thrombospondin type-1 domain-containing protein 7A [Cleaved into: Thrombospondin type-1 domain-containing protein 7A, soluble form]","THSD7A KIAA0960","Q9UPZ6","thrombospondin type-1 domain-containing protein 7a [cleaved into: thrombospondin type-1 domain-containing protein 7a, soluble form] thsd7a kiaa0960 q9upz6","data/Array_objects_single_proteins/Array_object_Q9UPZ6.rds"
"Potassium voltage-gated channel subfamily H member 4 (Brain-specific eag-like channel 2) (BEC2) (Ether-a-go-go-like potassium channel 1) (ELK channel 1) (ELK1) (Voltage-gated potassium channel subunit Kv12.3)","KCNH4","Q9UQ05","potassium voltage-gated channel subfamily h member 4 (brain-specific eag-like channel 2) (bec2) (ether-a-go-go-like potassium channel 1) (elk channel 1) (elk1) (voltage-gated potassium channel subunit kv12.3) kcnh4 q9uq05","data/Array_objects_single_proteins/Array_object_Q9UQ05.rds"
"Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]","CLCA2 CACC3","Q9UQC9","calcium-activated chloride channel regulator 2 (ec 3.4.-.-) (calcium-activated chloride channel family member 2) (hclca2) (calcium-activated chloride channel protein 3) (cacc-3) (hcacc-3) [cleaved into: calcium-activated chloride channel regulator 2, 109 kda form; calcium-activated chloride channel regulator 2, 35 kda form] clca2 cacc3 q9uqc9","data/Array_objects_single_proteins/Array_object_Q9UQC9.rds"
"Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6)","SCN8A MED","Q9UQD0","sodium channel protein type 8 subunit alpha (sodium channel protein type viii subunit alpha) (voltage-gated sodium channel subunit alpha nav1.6) scn8a med q9uqd0","data/Array_objects_single_proteins/Array_object_Q9UQD0.rds"
"Syncytin-1 (Endogenous retrovirus group W member 1) (Env-W) (Envelope polyprotein gPr73) (Enverin) (HERV-7q Envelope protein) (HERV-W envelope protein) (HERV-W_7q21.2 provirus ancestral Env polyprotein) (Syncytin) [Cleaved into: Surface protein (SU) (gp50); Transmembrane protein (TM) (gp24)]","ERVW-1 ERVWE1","Q9UQF0","syncytin-1 (endogenous retrovirus group w member 1) (env-w) (envelope polyprotein gpr73) (enverin) (herv-7q envelope protein) (herv-w envelope protein) (herv-w_7q21.2 provirus ancestral env polyprotein) (syncytin) [cleaved into: surface protein (su) (gp50); transmembrane protein (tm) (gp24)] ervw-1 ervwe1 q9uqf0","data/Array_objects_single_proteins/Array_object_Q9UQF0.rds"
"Protocadherin-like wing polarity protein stan (Protein flamingo) (Protein starry night)","stan fmi CG11895","Q9V5N8","protocadherin-like wing polarity protein stan (protein flamingo) (protein starry night) stan fmi cg11895 q9v5n8","data/Array_objects_single_proteins/Array_object_Q9V5N8.rds"
"Probable G-protein coupled receptor Mth-like 4 (Protein methuselah-like 4)","mthl4 CG6536","Q9V817","probable g-protein coupled receptor mth-like 4 (protein methuselah-like 4) mthl4 cg6536 q9v817","data/Array_objects_single_proteins/Array_object_Q9V817.rds"
"Probable G-protein coupled receptor Mth-like 3 (Protein methuselah-like 3)","mthl3 BEST:GM02553 CG6530","Q9V818","probable g-protein coupled receptor mth-like 3 (protein methuselah-like 3) mthl3 best:gm02553 cg6530 q9v818","data/Array_objects_single_proteins/Array_object_Q9V818.rds"
"Octopamine receptor beta-1R (DmOA2) (DmOct-beta-1R)","Octbeta1R oa2 Oct-beta-1 CG6919","Q9VCZ3","octopamine receptor beta-1r (dmoa2) (dmoct-beta-1r) octbeta1r oa2 oct-beta-1 cg6919 q9vcz3","data/Array_objects_single_proteins/Array_object_Q9VCZ3.rds"
"Probable G-protein coupled receptor Mth-like 5 (Protein methuselah-like 5)","mthl5 CG6965","Q9VGG8","probable g-protein coupled receptor mth-like 5 (protein methuselah-like 5) mthl5 cg6965 q9vgg8","data/Array_objects_single_proteins/Array_object_Q9VGG8.rds"
"Probable G-protein coupled receptor CG31760","CG31760","Q9VKA4","probable g-protein coupled receptor cg31760 cg31760 q9vka4","data/Array_objects_single_proteins/Array_object_Q9VKA4.rds"
"Trissin receptor","TrissinR CG34381","Q9VML9","trissin receptor trissinr cg34381 q9vml9","data/Array_objects_single_proteins/Array_object_Q9VML9.rds"
"Neuropeptide F receptor (DmNPFR1)","NPFR NPFR1 CG1147","Q9VNM1","neuropeptide f receptor (dmnpfr1) npfr npfr1 cg1147 q9vnm1","data/Array_objects_single_proteins/Array_object_Q9VNM1.rds"
"Probable G-protein coupled receptor Mth-like 2 (Protein methuselah-like 2)","mthl2 CG17795","Q9VRN2","probable g-protein coupled receptor mth-like 2 (protein methuselah-like 2) mthl2 cg17795 q9vrn2","data/Array_objects_single_proteins/Array_object_Q9VRN2.rds"
"Probable G-protein coupled receptor Mth-like 6 (Protein methuselah-like 6)","mthl6 CG16992","Q9VS77","probable g-protein coupled receptor mth-like 6 (protein methuselah-like 6) mthl6 cg16992 q9vs77","data/Array_objects_single_proteins/Array_object_Q9VS77.rds"
"Frizzled-2 (dFz2)","fz2 CG9739","Q9VVX3","frizzled-2 (dfz2) fz2 cg9739 q9vvx3","data/Array_objects_single_proteins/Array_object_Q9VVX3.rds"
"Probable G-protein coupled receptor Mth-like 1 (Protein methuselah-like 1)","mthl1 CG4521","Q9VXD9","probable g-protein coupled receptor mth-like 1 (protein methuselah-like 1) mthl1 cg4521 q9vxd9","data/Array_objects_single_proteins/Array_object_Q9VXD9.rds"
"FMRFamide receptor (DFR) (DrmFMRFa-R)","FMRFaR FR CG2114","Q9VZW5","fmrfamide receptor (dfr) (drmfmrfa-r) fmrfar fr cg2114 q9vzw5","data/Array_objects_single_proteins/Array_object_Q9VZW5.rds"
"Probable G-protein coupled receptor Mth-like 10 (Protein methuselah-like 10)","mthl10 mth2 CG17061","Q9W0R5","probable g-protein coupled receptor mth-like 10 (protein methuselah-like 10) mthl10 mth2 cg17061 q9w0r5","data/Array_objects_single_proteins/Array_object_Q9W0R5.rds"
"Probable G-protein coupled receptor Mth-like 9 (Protein methuselah-like 9)","mthl9 CG17084","Q9W0R6","probable g-protein coupled receptor mth-like 9 (protein methuselah-like 9) mthl9 cg17084 q9w0r6","data/Array_objects_single_proteins/Array_object_Q9W0R6.rds"
"Probable G-protein coupled receptor Mth-like 8 (Protein methuselah-like 8)","mthl8 CG32475","Q9W0V7","probable g-protein coupled receptor mth-like 8 (protein methuselah-like 8) mthl8 cg32475 q9w0v7","data/Array_objects_single_proteins/Array_object_Q9W0V7.rds"
"PDF receptor (Pigment-dispersing factor receptor) (Protein groom-of-PDF)","Pdfr gop Han CG13758","Q9W4Y2","pdf receptor (pigment-dispersing factor receptor) (protein groom-of-pdf) pdfr gop han cg13758 q9w4y2","data/Array_objects_single_proteins/Array_object_Q9W4Y2.rds"
"G-protein coupled receptor moody","moody CG4322","Q9W534","g-protein coupled receptor moody moody cg4322 q9w534","data/Array_objects_single_proteins/Array_object_Q9W534.rds"
"G-protein coupled receptor str-217","str-217 Y102A5C.28","Q9XX85","g-protein coupled receptor str-217 str-217 y102a5c.28 q9xx85","data/Array_objects_single_proteins/Array_object_Q9XX85.rds"
"Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)","TRPC6 TRP6","Q9Y210","short transient receptor potential channel 6 (trpc6) (transient receptor protein 6) (trp-6) trpc6 trp6 q9y210","data/Array_objects_single_proteins/Array_object_Q9Y210.rds"
"Protein jagged-2 (Jagged2) (hJ2)","JAG2","Q9Y219","protein jagged-2 (jagged2) (hj2) jag2 q9y219","data/Array_objects_single_proteins/Array_object_Q9Y219.rds"
"RING finger protein 24","RNF24","Q9Y225","ring finger protein 24 rnf24 q9y225","data/Array_objects_single_proteins/Array_object_Q9Y225.rds"
"Solute carrier family 22 member 13 (Organic cation transporter-like 3) (ORCTL-3)","SLC22A13 OCTL1 ORCTL3","Q9Y226","solute carrier family 22 member 13 (organic cation transporter-like 3) (orctl-3) slc22a13 octl1 orctl3 q9y226","data/Array_objects_single_proteins/Array_object_Q9Y226.rds"
"Ectonucleoside triphosphate diphosphohydrolase 4 (NTPDase 4) (EC 3.6.1.15) (EC 3.6.1.6) (Golgi UDPase) (Lysosomal apyrase-like protein of 70 kDa) (Uridine-diphosphatase) (UDPase) (EC 3.6.1.42)","ENTPD4 KIAA0392 LALP70 LYSAL1","Q9Y227","ectonucleoside triphosphate diphosphohydrolase 4 (ntpdase 4) (ec 3.6.1.15) (ec 3.6.1.6) (golgi udpase) (lysosomal apyrase-like protein of 70 kda) (uridine-diphosphatase) (udpase) (ec 3.6.1.42) entpd4 kiaa0392 lalp70 lysal1 q9y227","data/Array_objects_single_proteins/Array_object_Q9Y227.rds"
"TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3)","TRAF3IP3 T3JAM","Q9Y228","traf3-interacting jnk-activating modulator (traf3-interacting protein 3) traf3ip3 t3jam q9y228","data/Array_objects_single_proteins/Array_object_Q9Y228.rds"
"Potassium channel subfamily K member 6 (Inward rectifying potassium channel protein TWIK-2) (TWIK-originated similarity sequence)","KCNK6 TOSS TWIK2","Q9Y257","potassium channel subfamily k member 6 (inward rectifying potassium channel protein twik-2) (twik-originated similarity sequence) kcnk6 toss twik2 q9y257","data/Array_objects_single_proteins/Array_object_Q9Y257.rds"
"Solute carrier family 22 member 14 (Organic cation transporter-like 4) (ORCTL-4)","SLC22A14 OCTL2 ORCTL4","Q9Y267","solute carrier family 22 member 14 (organic cation transporter-like 4) (orctl-4) slc22a14 octl2 orctl4 q9y267","data/Array_objects_single_proteins/Array_object_Q9Y267.rds"
"Cysteinyl leukotriene receptor 1 (CysLTR1) (Cysteinyl leukotriene D4 receptor) (LTD4 receptor) (G-protein coupled receptor HG55) (HMTMF81)","CYSLTR1 CYSLT1","Q9Y271","cysteinyl leukotriene receptor 1 (cysltr1) (cysteinyl leukotriene d4 receptor) (ltd4 receptor) (g-protein coupled receptor hg55) (hmtmf81) cysltr1 cyslt1 q9y271","data/Array_objects_single_proteins/Array_object_Q9Y271.rds"
"Tumor necrosis factor ligand superfamily member 13B (B lymphocyte stimulator) (BLyS) (B-cell-activating factor) (BAFF) (Dendritic cell-derived TNF-like molecule) (TNF- and APOL-related leukocyte expressed ligand 1) (TALL-1) (CD antigen CD257) [Cleaved into: Tumor necrosis factor ligand superfamily member 13b, membrane form; Tumor necrosis factor ligand superfamily member 13b, soluble form]","TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738","Q9Y275","tumor necrosis factor ligand superfamily member 13b (b lymphocyte stimulator) (blys) (b-cell-activating factor) (baff) (dendritic cell-derived tnf-like molecule) (tnf- and apol-related leukocyte expressed ligand 1) (tall-1) (cd antigen cd257) [cleaved into: tumor necrosis factor ligand superfamily member 13b, membrane form; tumor necrosis factor ligand superfamily member 13b, soluble form] tnfsf13b baff blys tall1 tnfsf20 ztnf4 unq401/pro738 q9y275","data/Array_objects_single_proteins/Array_object_Q9Y275.rds"
"Heparan sulfate glucosamine 3-O-sulfotransferase 2 (EC 2.8.2.29) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2) (3-OST-2) (Heparan sulfate 3-O-sulfotransferase 2) (h3-OST-2)","HS3ST2 3OST2 UNQ2442/PRO5004","Q9Y278","heparan sulfate glucosamine 3-o-sulfotransferase 2 (ec 2.8.2.29) (heparan sulfate d-glucosaminyl 3-o-sulfotransferase 2) (3-ost-2) (heparan sulfate 3-o-sulfotransferase 2) (h3-ost-2) hs3st2 3ost2 unq2442/pro5004 q9y278","data/Array_objects_single_proteins/Array_object_Q9Y278.rds"
"V-set and immunoglobulin domain-containing protein 4 (Protein Z39Ig)","VSIG4 CRIg Z39IG UNQ317/PRO362","Q9Y279","v-set and immunoglobulin domain-containing protein 4 (protein z39ig) vsig4 crig z39ig unq317/pro362 q9y279","data/Array_objects_single_proteins/Array_object_Q9Y279.rds"
"Endoplasmic reticulum-Golgi intermediate compartment protein 3 (Serologically defined breast cancer antigen NY-BR-84)","ERGIC3 C20orf47 ERV46 SDBCAG84 CGI-54 PRO0989","Q9Y282","endoplasmic reticulum-golgi intermediate compartment protein 3 (serologically defined breast cancer antigen ny-br-84) ergic3 c20orf47 erv46 sdbcag84 cgi-54 pro0989 q9y282","data/Array_objects_single_proteins/Array_object_Q9Y282.rds"
"Protein Asterix (WD repeat domain 83 opposite strand) (WDR83 opposite strand)","WDR83OS C19orf56 CGI-140 My006 PTD008","Q9Y284","protein asterix (wd repeat domain 83 opposite strand) (wdr83 opposite strand) wdr83os c19orf56 cgi-140 my006 ptd008 q9y284","data/Array_objects_single_proteins/Array_object_Q9Y284.rds"
"Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328)","SIGLEC7 AIRM1","Q9Y286","sialic acid-binding ig-like lectin 7 (siglec-7) (adhesion inhibitory receptor molecule 1) (airm-1) (cdw328) (d-siglec) (qa79 membrane protein) (p75) (cd antigen cd328) siglec7 airm1 q9y286","data/Array_objects_single_proteins/Array_object_Q9Y286.rds"
"Integral membrane protein 2B (Immature BRI2) (imBRI2) (Protein E25B) (Transmembrane protein BRI) (Bri) [Cleaved into: BRI2, membrane form (Mature BRI2) (mBRI2); BRI2 intracellular domain (BRI2 ICD); BRI2C, soluble form; Bri23 peptide (Bri2-23) (ABri23) (C-terminal peptide) (P23 peptide)]","ITM2B BRI BRI2","Q9Y287","integral membrane protein 2b (immature bri2) (imbri2) (protein e25b) (transmembrane protein bri) (bri) [cleaved into: bri2, membrane form (mature bri2) (mbri2); bri2 intracellular domain (bri2 icd); bri2c, soluble form; bri23 peptide (bri2-23) (abri23) (c-terminal peptide) (p23 peptide)] itm2b bri bri2 q9y287","data/Array_objects_single_proteins/Array_object_Q9Y287.rds"
"N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase (EC 3.5.1.89) (Phosphatidylinositol-glycan biosynthesis class L protein) (PIG-L)","PIGL","Q9Y2B2","n-acetylglucosaminyl-phosphatidylinositol de-n-acetylase (ec 3.5.1.89) (phosphatidylinositol-glycan biosynthesis class l protein) (pig-l) pigl q9y2b2","data/Array_objects_single_proteins/Array_object_Q9Y2B2.rds"
"Uronyl 2-sulfotransferase (EC 2.8.2.-)","UST DS2ST","Q9Y2C2","uronyl 2-sulfotransferase (ec 2.8.2.-) ust ds2st q9y2c2","data/Array_objects_single_proteins/Array_object_Q9Y2C2.rds"
"Probable small intestine urate exporter (Solute carrier family 17 member 4)","SLC17A4","Q9Y2C5","probable small intestine urate exporter (solute carrier family 17 member 4) slc17a4 q9y2c5","data/Array_objects_single_proteins/Array_object_Q9Y2C5.rds"
"Toll-like receptor 6 (EC 3.2.2.6) (CD antigen CD286)","TLR6","Q9Y2C9","toll-like receptor 6 (ec 3.2.2.6) (cd antigen cd286) tlr6 q9y2c9","data/Array_objects_single_proteins/Array_object_Q9Y2C9.rds"
"Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8)","SLC9A8 KIAA0939 NHE8","Q9Y2E8","sodium/hydrogen exchanger 8 (na(+)/h(+) exchanger 8) (nhe-8) (solute carrier family 9 member 8) slc9a8 kiaa0939 nhe8 q9y2e8","data/Array_objects_single_proteins/Array_object_Q9Y2E8.rds"
"Myelin regulatory factor (EC 3.4.-.-) (Myelin gene regulatory factor) [Cleaved into: Myelin regulatory factor, N-terminal; Myelin regulatory factor, C-terminal]","MYRF C11orf9 KIAA0954 MRF","Q9Y2G1","myelin regulatory factor (ec 3.4.-.-) (myelin gene regulatory factor) [cleaved into: myelin regulatory factor, n-terminal; myelin regulatory factor, c-terminal] myrf c11orf9 kiaa0954 mrf q9y2g1","data/Array_objects_single_proteins/Array_object_Q9Y2G1.rds"
"Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Q9Y2G3","probable phospholipid-transporting atpase if (ec 7.6.2.1) (atpase ir) (atpase class vi type 11b) (p4-atpase flippase complex alpha subunit atp11b) atp11b atpif atpir kiaa0956 q9y2g3","data/Array_objects_single_proteins/Array_object_Q9Y2G3.rds"
"DnaJ homolog subfamily C member 16","DNAJC16 KIAA0962","Q9Y2G8","dnaj homolog subfamily c member 16 dnajc16 kiaa0962 q9y2g8","data/Array_objects_single_proteins/Array_object_Q9Y2G8.rds"
"Bile acyl-CoA synthetase (BACS) (EC 6.2.1.7) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Fatty acid transport protein 5) (FATP-5) (Fatty-acid-coenzyme A ligase, very long-chain 3) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase homolog 2) (VLCS-H2) (VLCSH2) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR)","SLC27A5 ACSB ACSVL6 FACVL3 FATP5","Q9Y2P5","bile acyl-coa synthetase (bacs) (ec 6.2.1.7) (bile acid-coa ligase) (ba-coa ligase) (bal) (cholate--coa ligase) (fatty acid transport protein 5) (fatp-5) (fatty-acid-coenzyme a ligase, very long-chain 3) (solute carrier family 27 member 5) (very long-chain acyl-coa synthetase homolog 2) (vlcs-h2) (vlcsh2) (very long-chain acyl-coa synthetase-related protein) (vlacs-related) (vlacsr) slc27a5 acsb acsvl6 facvl3 fatp5 q9y2p5","data/Array_objects_single_proteins/Array_object_Q9Y2P5.rds"
"Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)","ATP8A1 ATPIA","Q9Y2Q0","phospholipid-transporting atpase ia (ec 7.6.2.1) (atpase class i type 8a member 1) (chromaffin granule atpase ii) (p4-atpase flippase complex alpha subunit atp8a1) atp8a1 atpia q9y2q0","data/Array_objects_single_proteins/Array_object_Q9Y2Q0.rds"
"G-protein coupled receptor 52","GPR52","Q9Y2T5","g-protein coupled receptor 52 gpr52 q9y2t5","data/Array_objects_single_proteins/Array_object_Q9Y2T5.rds"
"G-protein coupled receptor 55","GPR55","Q9Y2T6","g-protein coupled receptor 55 gpr55 q9y2t6","data/Array_objects_single_proteins/Array_object_Q9Y2T6.rds"
"Potassium channel subfamily K member 7","KCNK7","Q9Y2U2","potassium channel subfamily k member 7 kcnk7 q9y2u2","data/Array_objects_single_proteins/Array_object_Q9Y2U2.rds"
"Proton-associated sugar transporter A (PAST-A) (Deleted in neuroblastoma 5 protein) (DNb-5) (Solute carrier family 45 member 1)","SLC45A1 DNB5","Q9Y2W3","proton-associated sugar transporter a (past-a) (deleted in neuroblastoma 5 protein) (dnb-5) (solute carrier family 45 member 1) slc45a1 dnb5 q9y2w3","data/Array_objects_single_proteins/Array_object_Q9Y2W3.rds"
"Thioredoxin-related transmembrane protein 2 (Cell proliferation-inducing gene 26 protein) (Thioredoxin domain-containing protein 14)","TMX2 TXNDC14 CGI-31 My009 PIG26 PSEC0045 UNQ237/PRO270","Q9Y320","thioredoxin-related transmembrane protein 2 (cell proliferation-inducing gene 26 protein) (thioredoxin domain-containing protein 14) tmx2 txndc14 cgi-31 my009 pig26 psec0045 unq237/pro270 q9y320","data/Array_objects_single_proteins/Array_object_Q9Y320.rds"
"Neuronal vesicle trafficking-associated protein 2 (Neuron-specific protein family member 2) (Protein p19) (Hmp19)","NSG2 CALY3","Q9Y328","neuronal vesicle trafficking-associated protein 2 (neuron-specific protein family member 2) (protein p19) (hmp19) nsg2 caly3 q9y328","data/Array_objects_single_proteins/Array_object_Q9Y328.rds"
"Sialic acid-binding Ig-like lectin 9 (Siglec-9) (CDw329) (Protein FOAP-9) (CD antigen CD329)","SIGLEC9 UNQ668/PRO1302","Q9Y336","sialic acid-binding ig-like lectin 9 (siglec-9) (cdw329) (protein foap-9) (cd antigen cd329) siglec9 unq668/pro1302 q9y336","data/Array_objects_single_proteins/Array_object_Q9Y336.rds"
"Plasmolipin (Plasma membrane proteolipid)","PLLP PMLP TM4SF11","Q9Y342","plasmolipin (plasma membrane proteolipid) pllp pmlp tm4sf11 q9y342","data/Array_objects_single_proteins/Array_object_Q9Y342.rds"
"Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)","SLC6A5 GLYT2 NET1","Q9Y345","sodium- and chloride-dependent glycine transporter 2 (glyt-2) (glyt2) (solute carrier family 6 member 5) slc6a5 glyt2 net1 q9y345","data/Array_objects_single_proteins/Array_object_Q9Y345.rds"
"Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e)","UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205","Q9Y385","ubiquitin-conjugating enzyme e2 j1 (ec 2.3.2.23) (e2 ubiquitin-conjugating enzyme j1) (non-canonical ubiquitin-conjugating enzyme 1) (ncube-1) (yeast ubiquitin-conjugating enzyme ubc6 homolog e) (hsubc6e) ube2j1 ncube1 cgi-76 hspc153 hspc205 q9y385","data/Array_objects_single_proteins/Array_object_Q9Y385.rds"
